Language,Program,PowerLimit,Package,Core,GPU,DRAM,Time,Temperature,Memory
Python38, chaos, 10,188.379577636718750000, 153.219787597656250000,  ,  , 18932, 49.0, 47576
Python38, chaos, 10,188.473327636718750000, 153.338073730468750000,  ,  , 18916, 46.0, 47740
Python38, chaos, 10,188.454589843750000000, 153.292663574218750000,  ,  , 18925, 45.5, 47652
Python38, chaos, 10,188.257263183593750000, 153.125671386718750000,  ,  , 18908, 46.0, 47648
Python38, chaos, 10,188.432006835937500000, 153.310729980468750000,  ,  , 18916, 49.0, 47704
Python38, chaos, 10,188.489929199218750000, 153.309753417968750000,  ,  , 18932, 45.8, 47664
Python38, chaos, 10,188.520690917968750000, 153.460388183593750000,  ,  , 18921, 48.8, 47672
Python310, chaos, 10,168.551269531250000000, 137.121337890625000000,  ,  , 16922, 46.8, 47384
Python310, chaos, 10,168.979553222656250000, 137.478698730468750000,  ,  , 16966, 45.5, 47208
Python310, chaos, 10,168.463867187500000000, 137.109802246093750000,  ,  , 16909, 48.8, 47260
Python310, chaos, 10,168.695861816406250000, 137.222961425781250000,  ,  , 16932, 45.5, 47308
Python310, chaos, 10,168.961120605468750000, 137.430297851562500000,  ,  , 16979, 49.0, 47484
Python310, chaos, 10,168.758178710937500000, 137.327087402343750000,  ,  , 16940, 45.8, 47116
Python310, chaos, 10,168.784729003906250000, 137.253784179687500000,  ,  , 16951, 46.5, 47216
Python310, chaos, 10,168.796081542968750000, 137.379394531250000000,  ,  , 16943, 45.5, 47460
Python310, chaos, 10,168.813171386718750000, 137.290527343750000000,  ,  , 16962, 45.2, 47328
Python310, chaos, 10,168.523620605468750000, 137.113525390625000000,  ,  , 16913, 49.0, 47040
Python311, chaos, 10,197.922119140625000000, 161.014282226562500000,  ,  , 19878, 47.2, 50240
Python311, chaos, 10,198.550170898437500000, 161.557678222656250000,  ,  , 19943, 48.5, 50304
Python311, chaos, 10,198.533203125000000000, 161.538269042968750000,  ,  , 19927, 46.2, 50260
Python311, chaos, 10,198.122314453125000000, 161.198669433593750000,  ,  , 19887, 45.5, 50276
Python311, chaos, 10,198.425415039062500000, 161.430908203125000000,  ,  , 19922, 46.5, 50336
Python311, chaos, 10,197.954650878906250000, 161.159790039062500000,  ,  , 19877, 45.5, 50344
Python311, chaos, 10,198.675537109375000000, 161.717407226562500000,  ,  , 19955, 49.0, 50168
Python311, chaos, 10,198.214172363281250000, 161.252197265625000000,  ,  , 19918, 49.0, 50208
Python311, chaos, 10,197.593811035156250000, 160.803771972656250000,  ,  , 19852, 48.8, 50356
Python311, chaos, 10,198.041992187500000000, 161.147277832031250000,  ,  , 19881, 45.8, 50088
Python38, comprehensions, 10,179.378540039062500000, 145.918884277343750000,  ,  , 18022, 46.8, 47780
Python38, comprehensions, 10,179.757080078125000000, 146.238586425781250000,  ,  , 18047, 48.5, 47568
Python38, comprehensions, 10,179.518493652343750000, 146.014465332031250000,  ,  , 18023, 48.8, 47648
Python38, comprehensions, 10,179.787353515625000000, 146.258056640625000000,  ,  , 18058, 45.5, 47548
Python38, comprehensions, 10,179.910217285156250000, 146.370056152343750000,  ,  , 18057, 48.8, 47780
Python38, comprehensions, 10,179.640258789062500000, 146.095275878906250000,  ,  , 18031, 45.5, 47660
Python38, comprehensions, 10,179.893493652343750000, 146.321533203125000000,  ,  , 18071, 49.0, 47744
Python38, comprehensions, 10,180.278686523437500000, 146.607421875000000000,  ,  , 18093, 46.2, 47784
Python38, comprehensions, 10,179.760498046875000000, 146.127441406250000000,  ,  , 18064, 46.8, 47908
Python38, comprehensions, 10,180.045288085937500000, 146.389282226562500000,  ,  , 18094, 46.2, 47664
Python310, comprehensions, 10,166.047607421875000000, 135.065185546875000000,  ,  , 16682, 49.2, 47448
Python310, comprehensions, 10,165.649597167968750000, 134.768371582031250000,  ,  , 16643, 45.2, 47456
Python310, comprehensions, 10,165.974487304687500000, 134.952331542968750000,  ,  , 16678, 46.5, 47432
Python310, comprehensions, 10,166.184143066406250000, 135.187988281250000000,  ,  , 16682, 48.8, 47248
Python310, comprehensions, 10,166.294311523437500000, 135.208984375000000000,  ,  , 16708, 46.0, 47260
Python310, comprehensions, 10,165.763854980468750000, 134.854064941406250000,  ,  , 16653, 45.5, 47312
Python310, comprehensions, 10,165.623046875000000000, 134.730041503906250000,  ,  , 16626, 46.8, 47228
Python310, comprehensions, 10,165.863769531250000000, 134.859558105468750000,  ,  , 16650, 46.8, 47312
Python310, comprehensions, 10,165.909667968750000000, 134.926147460937500000,  ,  , 16669, 45.8, 47468
Python310, comprehensions, 10,165.836242675781250000, 134.852783203125000000,  ,  , 16652, 45.5, 47360
Python311, comprehensions, 10,148.076110839843750000, 120.368896484375000000,  ,  , 14879, 46.0, 50176
Python311, comprehensions, 10,147.939025878906250000, 120.217651367187500000,  ,  , 14871, 48.5, 50120
Python311, comprehensions, 10,147.584228515625000000, 119.959228515625000000,  ,  , 14814, 45.0, 50116
Python311, comprehensions, 10,147.718627929687500000, 120.070129394531250000,  ,  , 14826, 48.5, 50168
Python311, comprehensions, 10,148.080810546875000000, 120.339111328125000000,  ,  , 14865, 46.0, 50356
Python311, comprehensions, 10,147.421447753906250000, 119.816162109375000000,  ,  , 14820, 45.2, 50172
Python311, comprehensions, 10,147.216918945312500000, 119.662292480468750000,  ,  , 14784, 48.8, 50332
Python311, comprehensions, 10,147.488708496093750000, 119.864624023437500000,  ,  , 14806, 45.2, 50356
Python311, comprehensions, 10,147.379211425781250000, 119.799316406250000000,  ,  , 14814, 45.0, 50464
Python311, comprehensions, 10,147.576477050781250000, 119.995666503906250000,  ,  , 14818, 48.0, 50364
Python38, concurrent_imap, 10,389.429626464843750000, 311.987548828125000000,  ,  , 41044, 43.8, 47704
Python38, concurrent_imap, 10,404.059204101562500000, 323.729553222656250000,  ,  , 42619, 45.0, 47552
Python38, concurrent_imap, 10,381.293579101562500000, 305.322387695312500000,  ,  , 40245, 45.8, 47440
Python38, concurrent_imap, 10,382.167297363281250000, 306.149536132812500000,  ,  , 40265, 45.0, 47600
Python38, concurrent_imap, 10,272.263977050781250000, 218.119140625000000000,  ,  , 28702, 45.5, 47812
Python38, concurrent_imap, 10,281.479919433593750000, 225.247314453125000000,  ,  , 29863, 44.8, 47560
Python38, concurrent_imap, 10,375.878051757812500000, 300.824279785156250000,  ,  , 39763, 45.5, 47644
Python38, concurrent_imap, 10,386.219482421875000000, 309.088562011718750000,  ,  , 40883, 45.5, 47544
Python38, concurrent_imap, 10,365.326049804687500000, 291.904296875000000000,  ,  , 38872, 45.8, 47576
Python38, concurrent_imap, 10,388.349914550781250000, 311.105346679687500000,  ,  , 40943, 44.5, 47576
Python310, concurrent_imap, 10,363.532470703125000000, 290.279602050781250000,  ,  , 38750, 45.0, 47132
Python310, concurrent_imap, 10,357.720581054687500000, 285.466918945312500000,  ,  , 38178, 44.8, 47160
Python310, concurrent_imap, 10,258.822631835937500000, 206.634887695312500000,  ,  , 27653, 44.5, 47328
Python310, concurrent_imap, 10,252.275329589843750000, 200.900085449218750000,  ,  , 27202, 44.0, 47240
Python310, concurrent_imap, 10,364.521362304687500000, 290.817626953125000000,  ,  , 38953, 44.5, 47456
Python310, concurrent_imap, 10,373.174377441406250000, 297.821166992187500000,  ,  , 39856, 42.5, 47208
Python310, concurrent_imap, 10,262.505004882812500000, 209.398864746093750000,  ,  , 28135, 44.5, 47340
Python310, concurrent_imap, 10,367.632080078125000000, 293.244567871093750000,  ,  , 39341, 44.5, 47472
Python310, concurrent_imap, 10,254.425476074218750000, 202.878112792968750000,  ,  , 27282, 45.2, 47320
Python310, concurrent_imap, 10,371.664245605468750000, 296.296264648437500000,  ,  , 39892, 43.8, 47128
Python311, concurrent_imap, 10,428.135192871093750000, 343.962646484375000000,  ,  , 44686, 45.0, 50204
Python311, concurrent_imap, 10,279.286437988281250000, 223.191284179687500000,  ,  , 29737, 44.8, 50080
Python311, concurrent_imap, 10,413.913940429687500000, 332.245178222656250000,  ,  , 43305, 45.2, 50088
Python311, concurrent_imap, 10,426.504516601562500000, 342.343566894531250000,  ,  , 44678, 44.8, 50340
Python311, concurrent_imap, 10,284.314453125000000000, 227.907836914062500000,  ,  , 29950, 44.5, 50192
Python311, concurrent_imap, 10,453.875610351562500000, 364.822998046875000000,  ,  , 47319, 44.8, 50128
Python311, concurrent_imap, 10,398.290893554687500000, 318.864807128906250000,  ,  , 42069, 43.8, 50216
Python311, concurrent_imap, 10,412.009704589843750000, 330.353210449218750000,  ,  , 43323, 44.8, 50348
Python311, concurrent_imap, 10,435.414184570312500000, 349.702148437500000000,  ,  , 45514, 45.2, 50128
Python311, concurrent_imap, 10,450.697753906250000000, 361.956665039062500000,  ,  , 47165, 42.8, 50040
Python38, coverage, 10,192.926635742187500000, 156.897277832031250000,  ,  , 19369, 46.2, 47796
Python38, coverage, 10,192.262878417968750000, 156.435852050781250000,  ,  , 19296, 46.8, 47644
Python38, coverage, 10,193.046691894531250000, 156.899230957031250000,  ,  , 19401, 47.0, 47620
Python38, coverage, 10,192.591674804687500000, 156.600769042968750000,  ,  , 19342, 46.0, 47580
Python38, coverage, 10,192.475097656250000000, 156.524353027343750000,  ,  , 19317, 47.0, 47580
Python38, coverage, 10,192.682678222656250000, 156.601257324218750000,  ,  , 19365, 45.5, 47812
Python38, coverage, 10,192.310058593750000000, 156.455261230468750000,  ,  , 19302, 48.5, 47672
Python38, coverage, 10,192.109680175781250000, 156.309814453125000000,  ,  , 19284, 45.5, 47812
Python38, coverage, 10,192.613891601562500000, 156.676391601562500000,  ,  , 19345, 48.8, 47792
Python38, coverage, 10,192.993408203125000000, 156.947326660156250000,  ,  , 19390, 48.2, 47752
Python310, coverage, 10,205.613769531250000000, 167.244873046875000000,  ,  , 20642, 46.0, 47416
Python310, coverage, 10,205.670776367187500000, 167.360168457031250000,  ,  , 20654, 46.0, 47224
Python310, coverage, 10,205.478271484375000000, 167.197937011718750000,  ,  , 20628, 45.8, 47464
Python310, coverage, 10,205.166259765625000000, 166.912475585937500000,  ,  , 20614, 45.5, 47236
Python310, coverage, 10,206.551696777343750000, 168.024169921875000000,  ,  , 20730, 47.0, 47444
Python310, coverage, 10,205.847534179687500000, 167.439331054687500000,  ,  , 20660, 45.8, 47324
Python310, coverage, 10,205.572937011718750000, 167.201477050781250000,  ,  , 20655, 45.5, 47484
Python310, coverage, 10,205.217651367187500000, 166.904357910156250000,  ,  , 20599, 45.8, 47200
Python310, coverage, 10,205.014953613281250000, 166.825927734375000000,  ,  , 20590, 46.0, 47372
Python310, coverage, 10,206.307861328125000000, 167.754089355468750000,  ,  , 20708, 49.0, 47244
Python311, coverage, 10,219.475952148437500000, 178.517456054687500000,  ,  , 22037, 49.2, 50336
Python311, coverage, 10,218.989929199218750000, 178.226196289062500000,  ,  , 21980, 46.2, 50336
Python311, coverage, 10,219.196960449218750000, 178.286804199218750000,  ,  , 22002, 46.8, 50244
Python311, coverage, 10,219.800964355468750000, 178.807617187500000000,  ,  , 22060, 46.5, 50588
Python311, coverage, 10,219.524902343750000000, 178.593566894531250000,  ,  , 22036, 48.0, 50472
Python311, coverage, 10,219.640258789062500000, 178.685058593750000000,  ,  , 22051, 48.8, 50300
Python311, coverage, 10,219.318603515625000000, 178.419616699218750000,  ,  , 22018, 45.5, 50252
Python311, coverage, 10,219.787414550781250000, 178.839050292968750000,  ,  , 22060, 45.2, 50208
Python311, coverage, 10,219.294738769531250000, 178.382080078125000000,  ,  , 22012, 48.2, 50468
Python311, coverage, 10,219.249755859375000000, 178.352294921875000000,  ,  , 22008, 46.5, 50448
Python38, crypto_pyaes, 10,180.331726074218750000, 146.646606445312500000,  ,  , 18122, 45.8, 47744
Python38, crypto_pyaes, 10,179.965515136718750000, 146.409912109375000000,  ,  , 18065, 46.0, 47576
Python38, crypto_pyaes, 10,180.276672363281250000, 146.665405273437500000,  ,  , 18096, 45.8, 47912
Python38, crypto_pyaes, 10,180.322387695312500000, 146.696411132812500000,  ,  , 18107, 46.5, 47576
Python38, crypto_pyaes, 10,179.694213867187500000, 146.149902343750000000,  ,  , 18059, 45.8, 47688
Python38, crypto_pyaes, 10,180.705566406250000000, 147.000854492187500000,  ,  , 18154, 45.5, 47704
Python38, crypto_pyaes, 10,179.892150878906250000, 146.391296386718750000,  ,  , 18072, 46.0, 47848
